no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
6208,,0,0,0,229,0,0,,,0,30,1,0,0,,2928,5039.77,,,5039.77,,1,4,1,,0,8736.92,-4721.08,,0,0,1,2,,,,382,1,0,2,,1,0,0,,12,0,,69154.58,6,6,0,,0,1,0,,,5.42,160000,0,0,5039.77,,0,0,484.08,1,0,,,,0,1,0,,0,0,2,1,5039.77,,11,0,0,72.62,,0,,0,0,3,0,4,0,0,5039.77,0,0,0,,0,0,1,0,5573.09,0,,,4,,6,0,1.0411,0,,,0,0,,,,1,,,0,,0,1,0,18,,0,0,3697.15,1,245,,0,0,,0,,0,0,0,,49900,,0,0,1,0,7512.29,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,,,,0,0,0,0,0,5039.77,0,,1,1,5039.77,,0,,,,0,0,0,,4,0,0,600000,,,1,5039.77,0,,0,,30,,,5,0,245,1,3697.15,,0,0,0,5576.36,0,1,0,2,,5,0,6,0,0,5039.77,0,25000,0,,47,0,,5.42,0,47,,0,5000,2,,0,7,0,0,0,,0,0,0,1,0,0,6,,,0,,,,0,9,0,,5.42,0,
6210,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6215,,,0,0,,0,0,,,1,,2,0,0,0,,,,,0,,,,1,,0,1.4,0,,0,0,,,,,,1,0,,,,1,0,0,,12,0,,,2,0,,,,0,0,,,0.44,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,19,0,0,0.44,,0,,0,0,0,0,,,0,0,0,0,0,29543.76,0,0,0,,,0,0,,2,,0,,,,,,0,0,,,,,,,0,,0,,0,20,,,0,1.4,,,,0,,,0,,,0,0,,49341,,2,0,0,0,0,0,,,,,1.4,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,34539,,,1,0,0,,,,,,,0,,,0,0,,,0,0.44,0,,1,0,0,,0,0,2,0,0,,0,,,,1,0,,,0,0,,0,9000,,,,1,1,0,,,0,,0,1,0,,2,,,,,,,0,2,0,,,0,
6225,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1847,,,0,,,1,,,,,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
6229,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116800,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,,,0,0,,0,0,,,0,,2,0,0,132750,,0,,,0,,,,0,2423,2,10983.01,0,,0,0,,,,,,0,0,,2,,0,1,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,89900,0,,,0,,,51,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,5988.23,0,0,0,,,0,3,,1,,0,,,,,,0,0,,,,1,,,0,,0,,0,,,,2423,10983.01,0,,,0,0,,0,,,0,0,,82800,,0,0,0,0,0,0,,,,,2423,,,0,0,,2423,0,,,,0,,,,0,0,0,0,0,,2,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,10983.01,,,0,,0,,0,0,0,,0,0,2,0,0,,0,,,,0,0,,,0,0,,0,37000,,,,,,0,,,0,,0,0,0,,2,,,,,,,0,1,0,,0,0,
6264,,,0,0,,0,0,,,0,,24390,0,0,0,21501,0,,408.05,0,,,,0,,1,990,-19918.39,,0,0,,,,,,31,1,,1,,0,1,0,,0,0,,249057.92,1,0,,,0,0,0,,,0,,0,,0,,0,0,1743.41,,0,,,,86.73,1,0,,0,,,1,,,79,0,0,,,0,81.61,0,0,1,-3.9,,,0,0,84.41,0,0,31901.59,0,0,0,,19903.82,0,1,0,3,,0,,0.9975,,1,,0,0,,,,1,,,0,,0,,0,100,,,990,990,0,,,0,0,,0,1,,84.41,0,,43000,,2,0,0,0,20763.16,0,,,,,990,,,0,0,,990,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,122527,,,1,0,0,,,,,0,,0,0,,0,990,,,0,,19918.39,,1,0,1,,0,0,3,0,0,,0,100000,,0,7,0,,,1.08,7,,0,20000,,,,,,0,,,0,,4,1,0,,3,,,,,2,,0,3,0,,0,0,
6266,,,0,0,,0,0,,,0,,2,1,0,0,,,,,0,,,,0,,2,3.38,0,,0,0,,,,,,0,0,,,,0,1,0,,0,0,,,2,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,10,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,18,,,3.38,3.38,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,3.38,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,2,,,0,0,,0,,,,,0,0,,,0,0,22872,,,0,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,2,0,0,,0,,,,0,0,,,0,0,,0,12500,,,,,,0,,,0,,0,0,0,,2,,,,,,,0,1,0,,,0,
6276,,,0,0,,0,0,,,0,,2,0,0,0,,,,,10386.64,,,,0,,0,10386.64,0,,0,0,,,,,,0,1,,,,0,0,0,,0,0,,,0,3,,,,1,0,,,0,,0,,944.24,,0,0,,,0,,,,0,0,0,,,,,0,,,,0,0,,,0,,0,0,0,0,,,0,10386.64,0,0,0,7318.56,0,0,0,,,0,0,,1,,3,,,,,,0,0,,,,,,,10386.64,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,1,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,944.24,0,,,,,,,2,,,0,0,,,0,,0,,0,0,0,,2,0,1,0,0,,0,,,,0,0,,,0,0,,0,,0,,,,,0,,,0,,0,0,0,,1,,,,,,,0,2,0,,,0,
6281,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,,,0,0,,0,0,,,0,,2,0,0,0,23207,,,,0,,,,0,,0,0,0.74,,0,0,,,,,,222,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,48,0,0,,,0,,0,0,1,1.61,,,0,0,0.74,0,0,29443,0,0,0,,,0,0,,2,,0,,1.137617778,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,25675.77,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,42461.86,,0,,,,,0,0,,,0,149.31,,,,0,0,0,1,,,,,0,0,,,0,0,,,0,,0,,0,0,0,,0,0,2,0,0,,0,,,,8,0,,,0,8,,0,30000,,,,,,0,,,0,,0,1,0,,2,,,,,1,,0,2,0,,,0,
6294,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5404,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,25500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6313,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,,,0,0,,0,0,,,0,,1,0,0,,0,,,,0,,,,0,,1,5.88,0,,0,0,,,,,,0,0,,2,,0,1,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,19000,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,3,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,2.88,5.88,,,,0,,,0,,,0,0,,,,1,0,0,0,0,0,,,,,5.88,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,-1,,,,,,0,,,0,,,0,0,,1,,,,,2,,0,1,0,,,0,
6329,,,0,0,,0,0,,,1,,2,0,0,,351,0,,,0,,,,0,,0,0,0,,0,0,,,,,,8,0,,1,,0,0,0,,0,0,,3612.51,4,0,,,0,0,0,,,0,,0,,0,,0,0,25.29,,0,,,,0,0,0,,,,,1,,,15,0,0,,,0,,0,0,2,0,,,0,0,0,0,0,,0,0,0,,2941.49,0,,,2,,0,,0.982833333,,,,0,0,,,,,,,0,,0,,0,,,,0,0,0,,,0,0,,0,,,0,0,,,,2,0,0,0,915.63,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,0,,0,0,,,0,,2695.33,,1,0,0,,0,0,4,0,0,,0,15000,,,5,0,,,0,3,,0,3000,,,,,,0,,,0,,0,2,0,,4,,,,,1,,0,2,0,,0,0,
6334,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,121000,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
6340,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6358,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
6360,,,0,0,433,0,0,,,0,,2,2,0,,882,0,,,0,,,3,0,,0,2886.4,0,,0,0,0,0,,,,727,1,0,3,,0,0,0,,0,0,,23118.73,0,0,0,,0,0,0,,,0,,0,0,0,,0,0,161.83,0,0,,,,0,0,2,,,,1,1,,,98,0,0,,,0,,0,0,1,0,,,0,2886.4,0,0,0,,0,0,0,0,2023,0,,2,3,,0,1,0.690916667,1,,1,0,0,,,2886,,,,0,,0,0,0,6,,,0,0,0,,,0,0,,0,,0,0,0,,,,1,0,0,0,2006.47,0,0,0,0,,0,,1,0,0,0,0,0,0,0,,0,,,,1,0,0,0,0,,0,,0,0,2886.4,,0,,,,,0,0,,3,0,0,,,,0,0,0,1,0,,,,0,0,0,,1,0,,0,2,,2655.81,0,1,0,1,,0,0,3,0,0,,0,15000,0,,331,0,,,0,331,,0,3000,,,,,,0,0,,0,,4,1,0,,3,,,0,,1,,0,4,0,,0,0,
6366,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,22000,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
6389,,,0,0,,0,0,,,2,,2,0,0,,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,3,,0,0,0,,0,0,,,3,0,,,0,0,0,,,0,,0,,0,,1,0,,,2,,,,0,0,2,,,,,1,,,7,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,2,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,3,0,0,,0,,,,0,0,,,0,0,,2,10500,,,,,,0,,,0,,0,2,0,,3,,,,,,,0,3,0,,,0,
6409,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,360821,,,,252575,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6410,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6417,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6423,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6437,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6442,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6451,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6466,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,85714,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6495,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29252,,,0,,,1,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,51500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6499,,,0,0,,0,0,,,0,,2,2,0,,0,,,,0,,,,0,,0,1,0,,0,0,,,,,,0,0,,3,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,63,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,0,,0,,0.820226563,,,,0,0,,,,,,,0,,0,,0,30,,,0,1,,,,0,,,0,,,0,0,,,,0,0,0,0,0,0,,,,,1,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,102297,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,0,0,0,,0,,,,0,0,,,0,0,,0,6000,,,,,,0,,,0,,4,0,0,,0,,,,,1,,0,0,0,,,0,
6514,,,0,0,,0,0,,,1,,2,0,0,,,,,,0,,,,0,,1,2.88,0,,0,0,,,,,,0,0,,1,,0,1,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,2.88,2.88,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,2.88,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
