no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
15384,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15388,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15392,,0,0,0,,0,0,,,2,,2,2,0,,,521,,,521,,,4,0,,0,3468.55,0,,0,0,0,0,,,,0,1,0,2,,0,0,0,,0,0,,,0,3,22897.32,,0,1,0,,,0,10000,0,0,521,,0,0,,0,0,,,,0,0,2,,0,,6,1,521,,67,0,0,,,0,,0,0,0,0,,0,0,3464.15,0,0,0,,0,0,1,0,,0,,,4,,3,0,,0,,3,0,0,,,,,,,0,,0,0,0,,,0,100,104.4,0,,,0,0,,0,,1,0,0,,,,2,0,1,0,0,0,0,0,22897.32,,100,,1,0,0,0,0,0,0,0,,0,,,,1,0,0,0,0,3464.15,0,,0,0,3464.15,,0,,,,,0,0,,4,0,0,,,,1,521,0,,0,,,,,3,,,1,0,,0,3,,0,0,1,0,3,,3,0,3,0,0,521,0,,0,,0,100,,,0,0,,0,20000,0,,,,,0,0,,0,,5,1,0,0,4,,,0,,,,0,7,0,,0,0,
15406,,,0,0,,0,0,,,0,,2,0,0,,551,0,,,0,,,,0,,0,0,-5996.91,,0,0,,,,,,13,0,,7,,0,0,0,,0,0,,9450.98,1,0,,,0,0,0,,,0,,0,,0,,0,0,66.16,,0,,,,0,0,0,,,,,0,,,31,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,5983.24,0,,,1,,0,,0.984791667,,,,0,0,,,,,,,0,,0,,0,,,,0,0,0,,,0,0,,0,,,0,0,,,,1,0,0,0,1357.28,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,0,,0,,,,,0,0,,,0,0,,,,1,0,0,1,,,,,0,0,0,,0,0,,,0,,5996.91,,1,0,0,,0,0,1,0,0,,0,30000,,,5,0,,,0,1,,0,6000,,,,,,0,,,0,,0,0,0,,1,,,,,1,,0,2,0,,0,0,
15412,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15424,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49999,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15426,,,0,0,,0,0,,,0,,2,5,0,,,,,,0,,,,0,,1,15099,0,,0,0,,,,,,0,0,,,,0,1,0,,0,0,,,1,0,0,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,122,0,0,,,0,,0,0,0,0,,,0,10000,0,0,0,,0,0,0,0,,10000,,,1,,0,,,,,,0,0,,,,1,,,0,,0,,0,,,,0,5099,,,,0,,,0,,,0,0,,149800,,2,0,0,0,0,0,0,,0,,350,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,1,0,,,0,0,,,,0,0,0,,,,,,,0,,,1,4749,,,1,,0,,0,0,1,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,5000,,,,,,0,,,0,,4,0,0,,1,,,,,,,0,1,1,,,0,
15427,,10788,52671,0,890,0,57000,52671,,0,20,1,0,0,,,10788,,,10788,,2,3,0,3661.8,3,22932.8,0,,0,0,1,5,,,,0,1,0,4,,0,2,0,,0,0,,,2,5,0,,,2,0,,,0,0,0,0,6010,,0,0,,1,0,,,,0,0,0,70300,0,0,5,0,6010,,33,0,0,,,0,,0,0,0,969,4,0,0,10788,0,0,0,,0,0,1,0,,0,,0,2,,5,1,,1,,,0,0,,,,1,,,0,,57000,2,0,23,,0,3661.8,9237.8,0,223,,0,0,,0,,0,0,0,,63800,,2,0,2,0,0,0,0,0,0,,3746.8,57000,0,0,0,0,3661.8,0,2,0,,0,,,,0,0,0,0,1,10788,3,,1,0,10788,,0,,,,0,0,0,,3,0,0,24996,,,1,6010,0,1,0,,20,,0,3,,906,1,9052.8,,0,0,,0,0,0,0,0,,3,1,6,2907,0,0,0,,0,,0,0,,,0,0,,0,76000,2,,,,,2907,0,2843.92,0,0,0,0,0,0,6,,,0,2907,2,,0,6,0,,0,0,
15451,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49999,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,
15455,,,29804,0,,0,40000,,,0,,32958,1,0,0,,,,,0,,,,0,,0,8700,0,,0,0,,,,,38.11,0,1,,1,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,88,0,0,,,0,,0,0,0,760,,,0,0,0,0,0,3975,0,0,0,,,0,1,,1,,0,,,,,,0,0,,,,,,,0,,40000,,0,12,,,0,1100,,,,0,,,0,,,0,0,,33017,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,1,,0,,,0,0,,0,,,,,0,0,,,0,0,430867,,,1,0,1,1,,,,,0,0,,,0,1100,,,0,,0,,0,0,1,,0,1,1,7600,0,,0,,,,0,0,,,0,0,,0,26000,,,,,,7600,,,0,,0,0,0,,1,,,,,2,,0,1,0,,,0,
15456,,,,,,,,,,,,2,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
15458,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15472,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15474,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,1,0.5,0,,0,0,,,,,,0,0,,,,0,1,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0.5,0.5,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0.5,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,0,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
15475,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15485,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15490,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1280000,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15493,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15503,,,0,0,,0,0,,,0,,1,0,0,0,7011,0,,4037.1,0,,,,0,,0,0,0,,0,0,,,,,1306.8,204,0,,,,0,0,0,,0,0,,75523.15,1,0,,,0,0,0,160733.02,,0,,0,,0,,0,0,528.66,,0,,,,734.78,0,0,,0,,,2,,,106,0,0,,,0,807.42,0,0,1,-149.15,,,0,0,922.97,0,0,58884,0,0,0,,14749.64,0,0,2,2,,0,,1.022892857,,1,,0,0,,,,,,,0,,0,,0,31,,,0,0,0,,,0,0,,0,1,,922.97,0,,137895,,0,156,0,0,6225.26,0,,,,,0,,,0,0,,0,0,,,1029367,0,,,,0,0,0,0,0,,0,,,1,0,,0,,1568000,1029367.49,,0,0,474572,,0,0,358294,,,1,0,0,,,,,1,,0,0,,0,0,,,1,,14936.3,,1,0,1,,0,0,4,0,0,,0,70000,,0,169,0,,,0,3,,0,14000,,,,,,0,,,0,,4,2,0,,4,,,,,1,,0,4,0,,0,0,
15509,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,16500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15510,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15512,,,0,0,,0,0,,,0,,2,1,0,0,9330,0,,,0,,,,0,,0,0,5716.82,,0,0,,,,,91.35,26,0,,,,0,0,0,,0,0,,51494,1,0,,,0,0,0,,,0,,0,,0,,0,0,360.46,,0,,,,0,0,0,,,,,1,,,112,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,9777,0,0,0,,26772.63,0,0,,2,,0,,2.231027778,,,,0,0,,,,,,,0,,0,,0,6,,,0,0,0,,,0,0,,0,,,0,0,,,,0,0,0,0,2447.11,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,0,,0,,,,,0,0,,,0,0,0,,,1,0,0,,,,,,,0,0,,0,0,,,0,,33317.9,,1,0,0,,0,0,2,0,0,,0,60000,,,2,0,,,0,2,,0,3000,,,,,,0,,,0,,0,1,0,,2,,,,,1,,0,3,0,,0,0,
15515,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15518,,,0,0,,0,0,,,1,,2,0,0,0,,0,,317.7,0,,,,0,,0,0,0,,0,0,,,,,,2,0,,1,,0,0,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,128.49,0,0,,0,,,1,,,,0,0,,,0,63.54,0,0,0,83.21,,,0,0,248.11,0,0,,0,0,0,,,0,0,,1,,0,,,,1,,0,0,,,,,,,0,,0,,0,11,,,0,0,0,,,0,0,,0,1,,248.11,0,,,,1,2,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,2700,,,1,0,0,,,,,0,,0,,,0,0,,,0,,0,,1,0,0,,0,0,1,0,0,,0,,,0,2,0,,,0,0,,0,,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,0,0,
15534,,,,,845,,,,,,,2,,,,,,,,,,,1,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,2,,,,,,0,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,0,,6,,,,,,,16000,,,,,,,0,,,,,,,,,,,,,,,0,,,,179900,,0,,,,,,0,1,0,,,,0,,,0,,,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,2,,,,,,,,
15538,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
15561,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15569,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15583,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,54300,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15612,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,61484,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
15615,,,0,0,,0,0,,,0,,2,0,0,,4440,0,,,0,,,,0,,0,2514,0,,0,0,,,,,,28,0,,5,,0,0,0,,0,0,,118534.96,0,0,0,,0,0,0,,,0,,0,,2514,,0,0,829.74,,0,,,,0,0,0,,,,,1,,,57,0,0,,,0,,0,0,1,0,,,0,2514,0,0,0,,0,0,0,0,20045.88,0,,,2,,0,,1.0018,,,,0,0,,,9307,,,,0,,0,,0,23,,,0,0,0,,,0,0,,0,,,0,0,,,,0,0,0,0,8275.26,0,0,,0,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,2514,,0,,,,,0,0,257142,,0,0,180000,,,1,2514,0,,,,,,,0,0,,1,0,,,1,,20075.54,,0,0,0,,0,0,2,0,0,,0,100000,,,3,0,,,0,1,,0,20000,,,,,,0,,,0,,0,1,0,,2,,,,,1,,0,2,0,,0,0,
15631,,,0,0,,0,0,,,0,,2,0,0,0,566,,,,0,,,,0,,0,0,0,,0,0,,,,,40.41,58,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,42,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,4624,0,0,0,,,0,0,,1,,0,,2.556066667,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,1,0,0,0,1593.02,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,5590.17,,1,0,0,,0,0,1,0,0,,0,,,,21,0,,,0,21,,0,3000,,,,,,0,,,0,,0,0,0,,1,,,,,1,,0,1,0,,,0,
15650,,,0,0,,0,0,,,1,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,52.99,0,0,,,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,4457,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,0,0,0,,1,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
15653,,,0,0,,0,0,,,1,,1,2,0,0,,,,,0,,,,0,,1,473,0,,0,0,,,,,,0,0,,1,,0,1,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,118,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,20214.86,0,0,1,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,70,,,0,473,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,473,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,663665,,0,0,620134,,,1,0,0,,,,,,,0,,,1,0,,,0,,0,,0,0,1,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,55000,,,,,,0,,,0,,4,0,0,,1,,,,,,,0,1,0,,,0,
